Befragtennummer;Erhebungsmonat;Erhebungswoche;Bundesland;Erhebungsgebiet;Einwohner;Polit_interesse
230274;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
230275;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
230276;Juni;23. Woche, Juni 2021;Saarland;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
230277;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
230278;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
230279;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
230280;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
230281;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;kaum
230282;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
230283;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
230284;Juni;23. Woche, Juni 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
230285;Juni;23. Woche, Juni 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
230286;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
230287;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230288;Juni;23. Woche, Juni 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
230289;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230290;Juni;23. Woche, Juni 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
230291;Juni;23. Woche, Juni 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
230292;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230293;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
230294;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
230295;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
230296;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
230297;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230298;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
230299;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
230300;Juni;23. Woche, Juni 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;etwas
230301;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
230302;Juni;23. Woche, Juni 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230303;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
230304;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
230305;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
230306;Juni;23. Woche, Juni 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;KA;etwas
230307;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;Sehr stark
230308;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
230309;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
230310;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
230311;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
230312;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
230313;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
230314;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230315;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;Sehr stark
230316;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
230317;Juni;23. Woche, Juni 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
230318;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
230319;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
230320;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
230321;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
230322;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
230323;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;Sehr stark
230324;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
230325;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
230326;Juni;23. Woche, Juni 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230327;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
230328;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
230329;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
230330;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
230331;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230332;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
230333;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
230334;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
230335;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230336;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
230337;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
230338;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;etwas
230339;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
230340;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
230341;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
230342;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
230343;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;KA;etwas
230344;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
230345;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230346;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230347;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
230348;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
230349;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
230350;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
230351;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
230352;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;KA;stark
230353;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
230354;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
230355;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
230356;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
230357;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
230358;Juni;23. Woche, Juni 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
230359;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
230360;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
230361;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;Sehr stark
230362;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;KA;gar nicht
230363;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
230364;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
230365;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
230366;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
230367;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
230368;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
230369;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
230370;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
230371;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230372;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230373;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
230374;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230375;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;etwas
230376;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
230377;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
230378;Juni;23. Woche, Juni 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
230379;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
230380;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
230381;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
230382;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
230383;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
230384;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;kaum
230385;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
230386;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
230387;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230388;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
230389;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230390;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;KA;stark
230391;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
230392;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
230393;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
230394;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
230395;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
230396;Juni;23. Woche, Juni 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
230397;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
230398;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
230399;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
230400;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
230401;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
230402;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
230403;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
230404;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230405;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;gar nicht
230406;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
230407;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230408;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
230409;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
230410;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
230411;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
230412;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;etwas
230413;Juni;23. Woche, Juni 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
230414;Juni;23. Woche, Juni 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
230415;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;Sehr stark
230416;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
230417;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;kaum
230418;Juni;23. Woche, Juni 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230419;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
230420;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
230421;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
230422;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;kaum
230423;Juni;23. Woche, Juni 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
230424;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230425;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
230426;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
230427;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
230428;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
230429;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
230430;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;stark
230431;Juni;23. Woche, Juni 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
230432;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;etwas
230433;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
230434;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;kaum
230435;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
230436;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
230437;Juni;23. Woche, Juni 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
230438;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;KA;etwas
230439;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230440;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
230441;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
230442;Juni;23. Woche, Juni 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
230443;Juni;23. Woche, Juni 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
230444;Juni;23. Woche, Juni 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
230445;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
230446;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;etwas
230447;Juni;23. Woche, Juni 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
230448;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
230449;Juni;23. Woche, Juni 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
230450;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;kaum
230451;Juni;23. Woche, Juni 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
230452;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
230453;Juni;23. Woche, Juni 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;KA;etwas
230454;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
230455;Juni;23. Woche, Juni 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
230456;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
230457;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
230458;Juni;23. Woche, Juni 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
230459;Juni;23. Woche, Juni 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
230460;Juni;23. Woche, Juni 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;etwas
230461;Juni;23. Woche, Juni 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
